Chassis_location,Chassis_hostname,Chassis_serial_num,OA1_name,OA1_ip,OA2_name,OA2_ip,Chassis_bay,Bay_empty,Bay_hostname,Bay_ip,ILO_type,ILO_fw,Blade_hostname,Blade_serial_num,Blade_status,Power_state,Blade_type
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 8, Y
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 9, N, atc7000-174b9ilo.athtem.eei.ericsson.se, 10.151.47.190, iLO4, 2.55, ieatesx3482.athtem.eei.ericsson.se, CZ3349W6R7, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 10, Y
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 11, Y
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 12, N, ieatc7000-174b12ilo.athtem.eei.ericsson.se, 10.151.47.193, iLO4, 2.55, ieatesx3485.athtem.eei.ericsson.se, CZ3349W6RJ, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 13, Y
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 14, Y
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 15, Y
IEAT01-00-0031/02*011, ieatc7000-174, GB8113HBFP, ieatc7000-174oa1, 10.151.47.174, ieatc7000-174oa2, 10.151.47.175, 16, N, ieatc7000-30b11ilo.athtem.eei.ericsson.se, 10.151.47.197, iLO4, 2.60, ieatesx3838.athtem.eei.ericsson.se, CZ3426843J, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 1, N, ieatc7000-171b1ilo.athtem.eei.ericsson.se, 10.32.230.59, iLO4, 2.80, IEATRCXB3650, CZ34154A12, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 2, N, ieatc7000-171b2ilo.athtem.eei.ericsson.se, 10.32.230.60, iLO4, 2.80, IEATRCXB3651, CZ34154A14, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 3, N, ILO3T45NQ7122.athtem.eei.ericsson.se, 10.32.230.61, iLO4, 2.80, ieatrcxb3652, CZ34154A1A, Non-Recoverable Error, OFF, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 4, N, ieatc7000-171b4ilo.athtem.eei.ericsson.se, 10.32.230.62, iLO4, 2.80, IEATRCXB3653, CZ34154A1C, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 5, N, ieatrcxb4085ilo.athtem.eei.ericsson.se, 10.32.230.63, iLO4, 2.72, ieatesx5032, CZ35230LW9, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 6, Y
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 7, Y
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 8, Y
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 9, N, ieatc7000-171b9ilo.athtem.eei.ericsson.se, 10.32.230.67, iLO4, 2.80, IEATRCXB3654, CZ34154A16, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 10, N, ieatc7000-171b10ilo.athtem.eei.ericsson.se, 10.32.230.68, iLO4, 2.80, IEATRCXB3655, CZ34154A18, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 11, N, ieatc7000-171b11ilo.athtem.eei.ericsson.se, 10.32.230.69, iLO4, 2.80, IEATRCXB3656, CZ34154A1E, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 12, N, ieatc7000-171b12ilo.athtem.eei.ericsson.se, 10.32.230.70, iLO4, 2.80, IEATRCXB3657, CZ34154A1H, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 13, Y
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 14, Y
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 15, N, ieatc7000-171b15ilo.athtem.eei.ericsson.se, 10.32.230.73, iLO4, 2.73, ieatesx813, CZ375096K8, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0012/03*034, ieatc7000-171, CZ34154A10, ieatc7000-171oa1, 10.32.230.53, ieatc7000-171oa2, 10.32.230.54, 16, Y
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 1, N, ieatc7000-175b1ilo.athtem.eei.ericsson.se, 10.32.230.93, iLO4, 2.81, ieatnasb422, CZ36114MHM, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 2, N, ieatc7000-175b2ilo.athtem.eei.ericsson.se, 10.32.230.94, iLO4, 2.81, ieatnasb423, CZ3650559V, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 3, Y
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 4, Y
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 5, Y
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 6, Y
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 7, N, ieatrcxb4814ilo.athtem.eei.ericsson.se, 10.32.230.99, iLO4, 2.81, ieatrcxb4814, CZ3520Y4W4, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 8, N, ieatrcxb4303ilo.athtem.eei.ericsson.se, 10.32.230.100, iLO4, 2.81, ieatrcxb4303, CZ3504N54M, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 9, N, ieatc7000-175b9ilo.athtem.eei.ericsson.se, 10.32.230.101, iLO4, 2.81, ieatrcxb4703, CZ3512SR4F, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 10, N, ieatc7000-175-B10.athtem.eei.ericsson.se, 10.32.230.102, iLO4, 2.81, ieatrcxb4707, CZ3550RWT9, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 11, N, ieatrcxb4822ilo.athtem.eei.ericsson.se, 10.32.230.103, iLO4, 2.81, ieatrcxb4822, CZ3520Y4WC, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 12, N, ieatrcxb4304ilo.athtem.eei.ericsson.se, 10.32.230.104, iLO4, 2.81, ieatrcxb4304, CZ3504N553, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 13, N, ieatrcxb4305ilo.athtem.eei.ericsson.se, 10.32.230.105, iLO4, 2.81, ieatrcxb4305, CZ3504N54S, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 14, N, ieatc7000-175b14ilo.athtem.eei.ericsson.se, 10.32.230.106, iLO4, 2.81, ieatrcxb6631, CZ36114MHY, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 15, N, ieatc7000-175b15ilo.athtem.eei.ericsson.se, 10.32.230.107, iLO4, 2.81, ieatrcxb5893, CZ36071HFV, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*006, ieatc7000-175, CZ34195N22, ieatc7000-175oa1, 10.32.230.85, ieatc7000-175oa2, 10.32.230.86, 16, N, ieatc7000-176b3ilo.athtem.eei.ericsson.se, 10.32.230.108, iLO4, 2.80, ieatrcxb3757, CZJ4190407, Other, ON, ProLiant BL460c Gen8
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 1, N, ieatc7000-176b1ilo.athtem.eei.ericsson.se, 10.32.230.117, iLO4, 2.81, Unknown, CZ36114MEC, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 2, N, ieatc7000-176b2ilo.athtem.eei.ericsson.se, 10.32.230.118, iLO4, 2.81, ieatrcxb6627, CZ36114MEL, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 3, N, ILOCZ36071HF6.athtem.eei.ericsson.se, 10.32.230.119, iLO4, 2.81, ieatrcxb5894, CZ36071HF6, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 4, N, ieatc7000-176b4ilo.athtem.eei.ericsson.se, 10.32.230.120, iLO4, 2.81, ieatrcxb6628, CZ36114MFJ, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 5, N, ieatc7000-176b5ilo.athtem.eei.ericsson.se, 10.32.230.121, iLO4, 2.81, ieatrcxb6629, CZ36114MFT, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 6, N, ieatc7000-176b6ilo.athtem.eei.ericsson.se, 10.32.230.122, iLO4, 2.81, ieatrcxb6630, CZ36114MHN, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 7, N, ieatrcxb4704.athtem.eei.ericsson.se, 10.32.230.123, iLO4, 2.81, ieatrcxb4704, CZ3512SR4N, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 8, N, ieatrcxb4826ilo.athtem.eei.ericsson.se, 10.32.230.124, iLO4, 2.81, ieatrcxb4826, CZ3520Y4XE, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 9, N, ieatc7000-176b9ilo.athtem.eei.ericsson.se, 10.32.230.125, iLO4, 2.81, ieatrcxb6430, CZ36219RNV, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 10, N, ieatc7000-176b10ilo.athtem.eei.ericsson.se, 10.32.230.126, iLO4, 2.81, ieatrcxb2563, CZ3626C62K, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 11, Y
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 12, N, ieatc7000-176b12ilo.athtem.eei.ericsson.se, 10.32.230.128, iLO4, 2.81, ieatrcxb2564, CZ3626C63F, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 13, N, ieatc7000-176b13ilo.athtem.eei.ericsson.se, 10.32.230.129, iLO4, 2.81, ieatrcxb2447, CZ3626C62T, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 14, N, ieatc7000-176b14ilo.athtem.eei.ericsson.se, 10.32.230.130, iLO4, 2.81, ieatrcxb3049, CZ3626C634, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 15, N, ieatc7000-176b15ilo.athtem.eei.ericsson.se, 10.32.230.131, iLO4, 2.81, ieatrcxb3050, CZ3625C585, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/03*009, ieatc7000-176, CZ34195N20, ieatc7000-176oa1, 10.32.230.109, ieatc7000-176oa2, 10.32.230.110, 16, N, ieatc7000-176b16ilo.athtem.eei.ericsson.se, 10.32.230.132, iLO4, 2.81, ieatrcxb3031, CZ36505EYX, OK, ON, ProLiant BL460c Gen9
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 1, N, atc7000-244bay13ilo.athtem.eei.ericsson.se, 10.32.231.80, iLO4, 2.80, ieatrcxb3776, CZ35283DVM, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 2, N, ieatc7000-177b2ilo.athtem.eei.ericsson.se, 10.32.231.81, iLO4, 2.80, ieatrcxb3777, CZ3522YXAH, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 3, N, ieatc7000-177b3ilo.athtem.eei.ericsson.se, 10.32.231.82, iLO4, 2.80, ieatrcxb3778, CZ34216AFA, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 4, N, ILOCZ352414A9.athtem.eei.ericsson.se, 10.32.231.83, iLO4, 2.81, ieatrcxb4912, CZ352414A9, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 5, N, ieatc7000-177b5ilo.athtem.eei.ericsson.se, 10.32.231.84, iLO4, 2.80, ieatrcxb2445, CZ3520XWSA, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 6, N, ieatc7000-177b6ilo.athtem.eei.ericsson.se, 10.32.231.85, iLO4, 2.80, ieatrcxb2446, CZ3520XWSC, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 7, N, ieatrcxb3995.athtem.eei.ericsson.se, 10.32.231.86, iLO4, 2.80, ieatrcxb3995, CZ3439CWXV, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 8, N, atc7000-177b8ilo.athtem.eei.ericsson.se, 10.32.231.87, iLO4, 2.80, ieatrcxb4416, CZ3507PNFM, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 9, N, ieatc7000-177b9ilo.athtem.eei.ericsson.se, 10.32.231.88, iLO4, 2.80, ieatrcxb6446, CZ3520XWSK, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 10, Y
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 11, Y
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 12, Y
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 13, Y
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 14, Y
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 15, Y
IEAT01-00-0015/02*008, ieatc7000-177, CZ34216BJ3, ieatc7000-177oa1, 10.32.231.72, ieatc7000-177oa2, 10.32.231.73, 16, Y
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 1, N, iegtc7000-08b10ilo.athtem.eei.ericsson.se, 10.151.34.183, iLO4, 2.81, ieatrcxb3150, CZ3443FFYJ, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 2, N, ieatc7000-179b2ilo.athtem.eei.ericsson.se, 10.151.34.184, iLO4, 2.81, ieatrcxb3151, CZ3326HRJN, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 3, Y
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 4, N, ieatc7000-175b1ilo.athtem.eei.ericsson.se, 10.151.34.186, iLO4, 2.81, ieatrcxb3739, CZJ41903ZP, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 5, N, ieatc7000-179b5ilo.athtem.eei.ericsson.se, 10.151.34.187, iLO4, 2.81, ieatrcxb3052, CZ3314BAJK, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 6, N, ieatc7000-179b6ilo.athtem.eei.ericsson.se, 10.151.34.188, iLO4, 2.81, ieatrcxb3287, CZ3334LX8P, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 7, N, ieatc7000-179b7ilo.athtem.eei.ericsson.se, 10.151.34.189, iLO4, 2.81, ieatrcxb3288, CZ3334LX8S, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 8, N, ieatc7000-179b8ilo.athtem.eei.ericsson.se, 10.151.34.190, iLO4, 2.81, ieatrcxb3030, CZ3314BAK4, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 9, Y
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 10, N, ieatc7000-157b16ilo.athtem.eei.ericsson.se, 10.151.34.192, iLO4, 2.81, ieatrcxb4028, CZ3442EV1T, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 11, N, ieatc7000-179b11ilo.athtem.eei.ericsson.se, 10.151.34.193, iLO4, 2.81, ieatrcxb3174, CZ3328JD3M, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 12, Y
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 13, Y
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 14, Y
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 15, Y
IEAT01-00-0015/02*009, IEATC7000-179, CZ34216BJ5, ieatc7000-179oa1, 10.151.34.175, ieatc7000-179oa2, 10.151.34.176, 16, Y
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 1, N, ieatc7000-178b1ilo.athtem.eei.ericsson.se, 10.32.231.104, iLO4, 2.80, ieatrcxb3911, CZ3431AE00, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 2, N, ieatc7000-178b2ilo.athtem.eei.ericsson.se, 10.32.231.105, iLO4, 2.80, ieatrcxb3912, CZ3431AE0C, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 3, N, ieatc7000-178b3ilo.athtem.eei.ericsson.se, 10.32.231.106, iLO4, 2.80, ieatrcxb3913, CZ3431AE0E, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 4, N, ieatc7000-178b4ilo.athtem.eei.ericsson.se, 10.32.231.107, iLO4, 2.80, ieatrcxb3914, CZ3431ADYS, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 5, N, ieatc7000-178b5ilo.athtem.eei.ericsson.se, 10.32.231.108, iLO4, 2.80, ieatrcxb3804, CZ34216AHE, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 6, N, ILOCZ35294P9R.athtem.eei.ericsson.se, 10.32.231.109, iLO4, 2.75, ieatrcxb3805, CZ35294P9R, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 7, N, ieatc7000-178b7ilo.athtem.eei.ericsson.se, 10.32.231.110, iLO4, 2.80, ieatrcxb3806, CZ34216AFH, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 8, N, ieatc7000-178b8ilo.athtem.eei.ericsson.se, 10.32.231.111, iLO4, 2.80, ieatrcxb3807, CZ34216AHN, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 9, N, ieatc7000-178b9ilo.athtem.eei.ericsson.se, 10.32.231.112, iLO4, 2.80, ieatrcxb3839, CZ3426843L, OK, ON, ProLiant BL460c Gen8
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 10, Y
IEAT01-00-0015/02*009, ieatc7000-178, CZ34216BJ1, ieatc7000-178oa1, 10.32.231.96, ieatc7000-178oa2, 10.32.231.97, 11, Y
